GID_0,NAME_0,2000,2010,2020,2030,2040,2050,2060,2070,2080
GUY,Guyana,0.528929937453497,0.8657026745024181,1.2062872023809523,1.5344263712565105,1.94352540515718,2.364454360235305,2.8436787923177085,3.3800906226748513,3.8853876023065474
HKG,Hong Kong,0.3320884704589844,0.6230049133300781,0.9239120483398438,1.2191543579101562,1.6512184143066406,2.0539779663085938,2.5665855407714844,3.0400238037109375,3.456226348876953
HMD,Heard Island and McDonald Islands,0.3599853515625,0.5377604166666666,0.5449778238932291,0.7066904703776041,1.0077921549479167,1.30169677734375,1.6485493977864583,1.8797047932942708,2.0887044270833335
HND,Honduras,0.4586957414573598,0.7293702597930053,1.0221581860123394,1.3808907482111565,1.699359216422678,2.0706667320750585,2.482136093567465,3.0437599253431658,3.4662044917311623
HRV,Croatia,0.6048033719235751,0.9487390073469884,1.2663775033901392,1.6189176727453045,2.0387410376356057,2.639139758490528,3.1607485756355245,3.716305115062338,4.425282848931347
HTI,Haiti,0.6644829644097222,0.8877024709442516,1.074183334538966,1.3692773889612269,1.6936766071084104,2.0019553855613426,2.374524905357832,2.7591477382330245,3.163672176408179
HUN,Hungary,0.6173268546045354,0.9688804423914547,1.3865365897659707,1.7968173406820382,2.3060896881913715,2.842005906906803,3.2851773152309183,3.8275087069621128,4.5327164641523785
IDN,Indonesia,0.4823282395112813,0.7041936861824769,0.9135468132411068,1.1824669075263505,1.4974170629528984,1.843156728631423,2.226007699275362,2.631778295866271,3.0478145071640315
IMN,Isle of Man,0.37720947265625,0.670001220703125,0.87552490234375,1.020574951171875,1.23233642578125,1.530792236328125,1.976055908203125,2.419775390625,2.8971435546875
IND,India,0.46479306802089715,0.7763507420200552,1.1329075847749541,1.515149177446928,1.9433334609103898,2.43566926923862,2.9823114411104306,3.554180381200245,4.110704990814452
IOT,British Indian Ocean Territory,0.7964019775390625,1.0226058959960938,1.1700693766276042,1.396893819173177,1.7015177408854167,2.0478108723958335,2.4476394653320312,2.8366775512695312,3.2670796712239585
IRL,Ireland,0.34413443863122173,0.5901645297917845,0.7177833798783937,0.8487506020662472,1.0383967749133909,1.3291942199430855,1.6669050536004666,2.0075111906992364,2.394865424384898
IRN,Iran,0.6262010700739948,1.0123895459093448,1.4056450111690246,1.8485337383074274,2.373155583930566,2.9682726260005583,3.6194238499395013,4.291198139659345,4.931444294489948
IRQ,Iraq,0.6869055430094401,1.1109657287597656,1.5160973866780598,1.9170166651407878,2.4544196128845215,3.0894749959309897,3.7734409968058267,4.432945251464844,5.062670389811198
ISL,Iceland,0.41026657176129694,0.7426062928678844,1.037811279296875,1.3855052106257335,1.9393356394879695,2.485447843309859,2.8915517027948945,3.379835245195129,3.9625416070642605
ISR,Israel,0.5540736464203381,0.886871838178791,1.2399522124743851,1.5835791415855534,2.0438597632236166,2.5328734350986166,3.075226830654457,3.602233386430584,4.149114890176742
ITA,Italy,0.5421779375456715,0.8896155272094223,1.2114215835088549,1.5759762602626375,2.0011840988222147,2.4948139426796767,2.9743769880502064,3.4954664395632737,4.064917563080296
JAM,Jamaica,0.6574563419117647,0.8831320369944853,1.0368679271024817,1.3049935733570772,1.6096882539636947,1.9099857105928308,2.2746393540326286,2.664045446059283,3.0566172880284928
JEY,Jersey,0.410919189453125,0.702490234375,0.839080810546875,1.09305419921875,1.232940673828125,1.628240966796875,2.05301513671875,2.579986572265625,3.00897216796875
JOR,Jordan,0.6057415116304732,0.9633690785553496,1.3774793377030368,1.7531877937963454,2.270614020568503,2.844293281856903,3.455896065060028,4.049681237861935,4.647788872153072
JPN,Japan,0.5898742071472772,0.9206343546952351,1.2526604076423267,1.6365410833075495,2.026314129215656,2.4914461343595296,3.0287090037128714,3.5636237720451733,4.095153929455446
KAZ,Kazakhstan,0.9267827460106383,1.420271290447695,1.8531501066600178,2.3039363779920214,2.842805470135195,3.559543993794326,4.229541708222517,4.9961495041001776,5.651533410904255
KEN,Kenya,0.4943513622238845,0.7855904220689273,1.103088667488549,1.404944742261377,1.7712846760490544,2.1469227315122636,2.6022920360520096,3.071398723773641,3.549438765144799
KGZ,Kyrgyzstan,0.7492722898650905,1.17704791071296,1.5803889548693586,2.0240633640606442,2.5634130627412413,3.119309377783551,3.735118440097981,4.465991964815914,5.152041038821259
KHM,Cambodia,0.37733089409001247,0.6548952628607766,0.9551039787621989,1.2783629965544538,1.6185594729806894,1.9617871255969683,2.3892092277045265,2.789802221760797,3.241242975887666
KIR,Kiribati,0.4844341278076172,0.7508563995361328,0.9279365539550781,1.2561712265014648,1.574141502380371,1.9115538597106934,2.327129364013672,2.7473373413085938,3.168759346008301
KNA,Saint Kitts and Nevis,0.618072509765625,0.8586629231770834,1.0252888997395833,1.2914225260416667,1.5764668782552083,1.950286865234375,2.265655517578125,2.724517822265625,3.141815185546875
KOR,South Korea,0.5469782629678416,0.9036261979923692,1.2462482304536096,1.596868352372517,2.12468867338905,2.5692857845809107,3.1279131275738856,3.6630107081213663,4.192367671996124
KWT,Kuwait,0.6985501376065341,1.0937278053977273,1.5031849254261365,1.9239370172674006,2.4718211780894888,3.0584279840642754,3.6917572021484375,4.310020446777344,4.956975069912997
LAO,Laos,0.3255382648949484,0.6030079369406098,0.9793233778870222,1.3482716384443265,1.8258038863395025,2.2210370406363773,2.7594755598642293,3.2911270289745147,3.7896725552753336
LBN,Lebanon,0.5931080785290949,0.912103061018319,1.2467072585533405,1.576257113752694,1.9174636314655173,2.362523572198276,2.876001818426724,3.3395617254849137,3.8059418776939653
LBR,Liberia,0.5246811386961374,0.8439600215935559,1.114032626892469,1.440385143208948,1.800152512070555,2.1685819448151205,2.568918548015334,3.013930042337927,3.5287631017080745
LBY,Libya,0.6402199999056082,1.0409497473444422,1.4115023173202779,1.800762371627064,2.2786369185461135,2.830703077804068,3.4085661403795813,3.9946235967076116,4.571006673504833
LCA,Saint Lucia,0.5598653157552084,0.7846781412760416,0.9701029459635416,1.2324015299479167,1.5598805745442708,1.890899658203125,2.196685791015625,2.659388224283854,3.0560811360677085
LIE,Liechtenstein,0.577728271484375,0.9403076171875,1.1907958984375,1.4705810546875,1.9057210286458333,2.6061299641927085,3.29632568359375,3.8960367838541665,4.636322021484375
LKA,Sri Lanka,0.5014237332935175,0.7858901851433368,1.0065801951510847,1.2697463863152119,1.5841705070054235,1.9245827414772727,2.2609540450671486,2.6356993115637914,3.0288486953609244
LSO,Lesotho,0.47853755950927734,0.7750644683837891,1.0814332962036133,1.4898386001586914,1.946927547454834,2.3923420906066895,2.980574131011963,3.56162166595459,4.21293306350708
LTU,Lithuania,0.7501543640459656,1.0574342434999173,1.3918813877004794,1.9269120150772983,2.4402477123119213,3.087213748346561,3.5563228546626986,4.039170361069775,4.721255347842262
LUX,Luxembourg,0.5490482875279018,0.8825291224888393,1.087369646344866,1.3159593854631697,1.6612287248883928,2.170713152204241,2.6239493233816966,3.1658717564174106,3.9392198835100447
LVA,Latvia,0.8046010335286459,1.1489371868095013,1.4936535767834596,1.9521977588383839,2.490658538510101,3.2057451961016414,3.7106033479324494,4.198602541528567,4.889069220032355
MAC,Macao,0.320953369140625,0.613433837890625,0.9151611328125,1.208404541015625,1.639495849609375,2.0518798828125,2.530120849609375,3.012786865234375,3.42071533203125
MAF,Saint-Martin,0.60589599609375,0.8717041015625,1.036407470703125,1.3112945556640625,1.5964508056640625,1.9694671630859375,2.2680511474609375,2.7183074951171875,3.1374053955078125
MAR,Morocco,0.5315018119392815,0.9126336233956474,1.3141204498626373,1.675137697995364,2.1119250622424453,2.616373586130666,3.208708040006868,3.8073274381868134,4.428875598278674
MCO,Monaco,0.4613037109375,0.91363525390625,1.23883056640625,1.6421051025390625,2.0906982421875,2.5998992919921875,2.98095703125,3.5544586181640625,4.1528778076171875
MDA,Moldova,0.6830473247327302,1.0399696751644736,1.4813524748149671,1.9735094572368421,2.4361899928042763,2.8191011127672696,3.2923532586348685,3.912601832339638,4.626585629111842
MDG,Madagascar,0.4446780418404173,0.7141009920535236,0.9890343440179529,1.2751273822682208,1.5917103921741023,1.9484052095893623,2.390025769527063,2.8392657150154075,3.311315146034298
MDV,Maldives,0.7652619460533405,0.9748703529094828,1.102984548985273,1.3468298199533046,1.666088937342852,2.002538220635776,2.351587405149964,2.711511020002694,3.1567116222162355
MEX,Mexico,0.489246655948198,0.8076368935743169,1.1181110017862752,1.4790025260580244,1.8665127394786432,2.319380103643216,2.8362359281760363,3.3924744572471734,3.945098416889133
MHL,Marshall Islands,0.6555330083611306,0.9198848424332865,1.0450316011235956,1.2635312884041432,1.5950197369864818,1.966260588570927,2.380481162767732,2.776646303326896,3.2457614855819874
MKD,Macedonia,0.6343507766723633,0.9637761116027832,1.2580718994140625,1.6743741035461426,2.1156716346740723,2.665419578552246,3.204233169555664,3.759413242340088,4.3244428634643555
MLI,Mali,0.6330247013178832,1.0043432167524378,1.4305098544995938,1.8960721397193256,2.4603566410482123,3.0266814226706393,3.659072826381365,4.263284106683369,4.895671278270585
MLT,Malta,0.5547103881835938,0.86395263671875,1.0927047729492188,1.4179306030273438,1.8208999633789062,2.175506591796875,2.59210205078125,3.027984619140625,3.4188461303710938
MMR,Myanmar,0.3943816634029591,0.6982655604057877,1.0195701340159922,1.3677640670895888,1.7774417037233463,2.190710162369452,2.7052200622824194,3.1792493642569624,3.6782817259573544
MNE,Montenegro,0.6365530831473214,1.0050397600446428,1.2617637997581845,1.6289498465401786,2.014863513764881,2.590427943638393,3.186862037295387,3.7549205961681547,4.4020538330078125
MNG,Mongolia,0.7224626637468434,1.212736341688368,1.6814106642597852,2.1571169766512783,2.6661993469854797,3.319043400311711,4.012320470328283,4.772349347971907,5.479784416429924
MNP,Northern Mariana Islands,0.5247717963324653,0.7773725721571181,0.9503190782335069,1.1992730034722223,1.4835103352864583,1.865325927734375,2.266837226019965,2.65804206000434,2.987611558702257
MOZ,Mozambique,0.4711146424230146,0.7916098522019348,1.1161150816387257,1.4637106921723055,1.8214896772437197,2.2342254292443275,2.713969671165924,3.2477374455530796,3.7860746460950163
MRT,Mauritania,0.6186638825414744,0.9906396701941439,1.412312022597072,1.8609220527828612,2.3801235342238223,2.9183824370424887,3.5043799232176958,4.091062122056015,4.716190797063972
MSR,Montserrat,0.5842742919921875,0.819061279296875,0.9910125732421875,1.299957275390625,1.5544586181640625,1.9251861572265625,2.272735595703125,2.723876953125,3.16192626953125
MTQ,Martinique,0.6101582845052084,0.8520762125651041,0.9996490478515625,1.2642262776692708,1.57196044921875,1.9074350992838542,2.2161966959635415,2.6841227213541665,3.0868326822916665
MUS,Mauritius,0.606201171875,0.8157942922491777,0.9332901804070723,1.1867209986636513,1.4267915424547697,1.716827392578125,2.0705598530016447,2.3757597270764803,2.7419674521998356
MWI,Malawi,0.5093008188100961,0.8470674402573529,1.1915593902449801,1.5340630026424633,1.9414560999805572,2.3810659555288463,2.8678431446196266,3.4685804272129523,4.069943251113546
